#ILS Project - ARM
# 08/06/2024
#
#%modelname
#Red, Green, Blue, Alpha, OffsetX, OffsetY, OffsetZ, CustomSize, BlinkType, NoDistance, DrawSearchlight
#0.45 - custom size reserved for traffic lights


#AIRPORT INSTRUMENT LIGHTING SYSTEM (ILS)
%ARM_ILSCenterLine
252 252 252 200 0.00000000 0.00000000 0.10000000 0.40 00 0 0
%ARM_ILSEdgeLight
247 250 029 200 0.00000000 0.00000000 0.10000000 0.40 00 0 0
%ARM_ILSEndLight
250 029 029 200 0.00000000 0.00000000 0.10000000 0.40 00 0 0
%ARM_ILSTaxiLight
029 029 250 200 0.00000000 0.00000000 0.10000000 0.40 00 0 0
%ARM_ILSThrldLight
029 250 029 200 0.00000000 0.00000000 0.10000000 0.30 00 0 0
%ARM_TaxiLightEdge
029 029 250 200 0.00000000 0.00000000 0.20000000 0.50 00 0 0
#
%lodradarmast3
255 050 050 255 0.00000000 0.00000000 50.0000000 1.00 00 1 0
255 050 050 255 0.00000000 0.00000000 25.0000000 1.00 00 1 0
%cuntwplant12
255 050 050 255 1.00000000 1.00000000 52.0000000 1.00 00 1 0
%cuntwplant10
255 050 050 255 0.00000000 2.00000000 52.0000000 1.00 00 1 0
%cutnwplant10
255 050 050 255 -1.0000000 1.00000000 52.0000000 1.00 00 1 0
%cutnwplant09
255 050 050 255 1.0000000 -1.00000000 52.0000000 1.00 00 1 0
%derrick01
220 050 050 255 0.00000000 4.76000000 31.4000000 1.00 02 1 0
%ferseat01_lax
100 160 200 200 0.00000000 0.00000000 0.00000000 0.50 00 0 0
%vgssairportland06
255 255 255 255 0.00000000 37.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 22.5000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 5.50000000 0.00000000 0.44 00 1 0
255 255 255 255 4.60000000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 7.80000000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 10.9000000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -4.6000000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -7.8000000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -10.900000 54.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -27.500000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -48.000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -68.500000 0.00000000 0.44 00 1 0
%vgssairportland07
255 000 000 255 0.00000000 -33.600000 0.00000000 0.50 00 1 0
000 255 000 255 0.00000000 -36.600000 0.00000000 0.50 00 1 0
255 255 000 255 0.00000000 -50.000000 0.00000000 0.50 00 1 0
255 000 000 255 -14.800000 -33.600000 0.00000000 0.50 00 1 0
000 255 000 255 -14.800000 -36.600000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 -50.000000 0.00000000 0.50 00 1 0
255 000 000 255 14.8000000 -33.600000 0.00000000 0.50 00 1 0
000 255 000 255 14.8000000 -36.600000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 -50.000000 0.00000000 0.50 00 1 0
255 255 000 255 0.00000000 -63.600000 0.00000000 0.50 00 1 0
255 255 000 255 0.00000000 -60.600000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 -63.600000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 -60.600000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 -63.600000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 -60.600000 0.00000000 0.50 00 1 0
255 255 255 255 0.00000000 -0.3000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 11.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 21.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 45.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 62.5000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 80.3000000 0.00000000 0.44 00 1 0
%vgssairportland09
100 255 150 255 -24.100000 -48.000000 0.00000000 0.44 00 1 0
100 255 150 255 -24.100000 -32.000000 0.00000000 0.44 00 1 0
100 255 150 255 -24.100000 -16.000000 0.00000000 0.44 00 1 0
100 255 150 255 -23.100000 -6.0000000 0.00000000 0.44 00 1 0
100 255 150 255 -19.700000 3.00000000 0.00000000 0.44 00 1 0
100 255 150 255 -14.500000 11.4000000 0.00000000 0.44 00 1 0
100 255 150 255 -8.0000000 18.1000000 0.00000000 0.44 00 1 0
100 255 150 255 10.5000000 27.0000000 0.00000000 0.44 00 1 0
100 255 150 255 20.0000000 28.2000000 0.00000000 0.44 00 1 0
100 255 150 255 30.0000000 27.0000000 0.00000000 0.44 00 1 0
%vgssairportland10
100 255 150 255 -24.300000 -1.0000000 0.00000000 0.44 00 1 0
100 255 150 255 -22.900000 -11.000000 0.00000000 0.44 00 1 0
100 255 150 255 -19.400000 -20.500000 0.00000000 0.44 00 1 0
100 255 150 255 -14.300000 -28.200000 0.00000000 0.44 00 1 0
100 255 150 255 -8.1000000 -34.600000 0.00000000 0.44 00 1 0
100 255 150 255 10.1000000 -43.600000 0.00000000 0.44 00 1 0
100 255 150 255 20.1000000 -44.600000 0.00000000 0.44 00 1 0
100 255 150 255 30.1000000 -43.600000 0.00000000 0.44 00 1 0
%vgssairportland14
255 255 255 255 0.00000000 65.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 42.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 17.0000000 0.00000000 0.44 00 1 0
255 255 255 255 4.60000000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 7.80000000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 10.9000000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -4.6000000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -7.8000000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 -10.900000 87.0000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -13.700000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -35.300000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -58.100000 0.00000000 0.44 00 1 0
%vgssairportland15
255 255 000 255 0.00000000 11.6000000 0.00000000 0.50 00 1 0
255 255 000 255 0.00000000 8.60000000 0.00000000 0.50 00 1 0
255 255 000 255 0.00000000 -4.5000000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 11.6000000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 8.60000000 0.00000000 0.50 00 1 0
255 255 000 255 -14.800000 -4.5000000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 11.6000000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 8.60000000 0.00000000 0.50 00 1 0
255 255 000 255 14.8000000 -4.5000000 0.00000000 0.50 00 1 0
255 000 000 255 0.00000000 -19.600000 0.00000000 0.50 00 1 0
000 255 000 255 0.00000000 -16.600000 0.00000000 0.50 00 1 0
255 000 000 255 -14.800000 -19.600000 0.00000000 0.50 00 1 0
000 255 000 255 -14.800000 -16.600000 0.00000000 0.50 00 1 0
255 000 000 255 14.8000000 -19.600000 0.00000000 0.50 00 1 0
000 255 000 255 14.8000000 -16.600000 0.00000000 0.50 00 1 0
255 255 255 255 0.00000000 -53.000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -73.000000 0.00000000 0.44 00 1 0
255 255 255 255 0.00000000 -93.000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 14.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 20.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 26.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 32.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 38.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 44.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 50.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 56.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 62.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 68.6000000 0.00000000 0.44 00 1 0
255 255 000 255 0.00000000 74.6000000 0.00000000 0.44 00 1 0
